reference|marque|modele|annee|couleur|carburant|kilometrage|immatriculation|ville|prix|qte_initial
VEH-23170|Ford|Mustang Mach-E|2023|Beige sable|Electrique|119025|11-JFL-837|Angers|54270|2
VEH-23171|Fiat|600|2024|Noir perla|GPL|190644|97-IQN-456|Toulon|22565|8
VEH-23172|Volkswagen|Passat|2024|Beige sable|Essence|182953|91-KYU-271|Brest|39762|6
VEH-23173|Toyota|C-HR|2024|Orange fusion|Electrique|128244|97-KGR-225|Besancon|11860|2
VEH-23174|Dacia|Duster|2019|Rouge flamme|Electrique|154657|79-NOV-244|Aix-en-Provence|47924|6
VEH-23175|Renault|Scenic E-Tech|2019|Noir perla|Essence|61356|95-XIU-810|Caen|26507|4
VEH-23176|Renault|Kadjar|2020|Bleu intense|Electrique|125435|78-TTW-625|Montpellier|16491|8
VEH-23177|Seat|Leon|2020|Vert olive|Electrique|58310|26-JDN-590|Villeurbanne|28049|7
VEH-23178|Opel|Grandland|2021|Blanc nacre|Hybride|121680|78-DXJ-903|Bordeaux|29867|8
VEH-23179|Opel|Astra|2020|Beige sable|Diesel|43833|38-MRF-877|Strasbourg|37927|4
VEH-23180|Audi|Q3|2024|Violet royal|Electrique|123483|81-DSS-326|Limoges|57256|3
VEH-23181|Ford|Mustang Mach-E|2017|Vert olive|Hybride|34003|12-TWJ-986|Reims|40952|6
VEH-23182|Hyundai|Tucson|2017|Violet royal|Diesel|22520|42-WFN-965|Nice|18849|1
VEH-23183|Mercedes|GLC|2020|Rouge flamme|Electrique|58995|79-FXS-940|Bordeaux|33950|3
VEH-23184|Dacia|Spring|2020|Rouge flamme|Electrique|172490|17-RQB-816|Marseille|19359|6
VEH-23185|Peugeot|3008|2018|Violet royal|Diesel|196251|94-LAW-786|Saint-Etienne|23094|3
VEH-23186|Fiat|Tipo|2022|Bleu intense|Essence|197925|34-UAL-149|Reims|18468|5
VEH-23187|Nissan|Leaf|2024|Violet royal|Hybride|191445|14-VBY-717|Paris|8875|5
VEH-23188|Hyundai|Kona|2023|Bleu intense|Hybride|196701|40-LLI-730|Martigues|23826|8
VEH-23189|Dacia|Spring|2018|Violet royal|Electrique|131223|22-PHG-710|Annecy|35132|4
VEH-23190|Peugeot|5008|2019|Gris platine|Hybride|168805|79-VPJ-119|Nimes|46823|8
VEH-23191|Kia|Ceed|2017|Argent|Essence|79939|36-DHD-142|Limoges|51501|6
VEH-23192|Volkswagen|Polo|2017|Argent|Electrique|124416|91-WWL-926|Le Havre|17993|5
VEH-23193|Opel|Astra|2016|Beige sable|Essence|163430|30-XOT-544|Brest|9102|3
VEH-23194|Mercedes|Classe C|2021|Noir perla|GPL|74018|62-BAD-145|Limoges|11436|8
VEH-23195|Hyundai|i20|2018|Vert olive|Essence|25564|14-DFC-558|Reims|57916|3
VEH-23196|BMW|X1|2016|Violet royal|Electrique|195543|98-NAL-787|Dijon|29697|2
VEH-23197|Hyundai|i30|2024|Argent|Hybride|90542|79-TZS-433|Lille|44719|5
VEH-23198|Hyundai|Tucson|2023|Bleu intense|Essence|38649|12-PFG-880|Hyeres|40937|5
VEH-23199|Nissan|Qashqai|2022|Blanc nacre|Hybride|114370|93-RBR-114|Tours|27839|2
VEH-23200|Toyota|Corolla|2021|Bleu intense|Essence|63961|64-KJW-720|Reims|14784|3
VEH-23201|Volkswagen|Golf|2023|Vert olive|Essence|36757|81-ZDY-966|Nice|13264|3
VEH-23202|Volkswagen|Tiguan|2024|Violet royal|Essence|179976|99-VRZ-406|Reims|37171|7
VEH-23203|Toyota|Aygo X|2016|Beige sable|Hybride|83112|95-HIG-869|Caen|23591|3
VEH-23204|Toyota|Aygo X|2020|Orange fusion|Hybride|87369|82-JLZ-992|Lyon|54425|7
VEH-23205|Toyota|C-HR|2020|Orange fusion|Diesel|61176|12-LQB-118|Caen|23881|1
VEH-23206|Seat|Ibiza|2022|Vert olive|GPL|134684|32-BPJ-731|Reims|32509|5
VEH-23207|Toyota|Aygo X|2017|Noir perla|Diesel|142615|77-EZO-919|Angers|13511|4
VEH-23208|Mercedes|GLC|2025|Vert olive|Diesel|40242|60-MVQ-547|Annecy|40015|7
VEH-23209|Audi|A3|2023|Violet royal|GPL|145145|68-WFE-296|Limoges|46337|7
VEH-23210|Citroen|Berlingo|2017|Argent|Diesel|147444|13-GTM-615|Toulouse|33649|1
VEH-23211|Fiat|500|2020|Bleu intense|Electrique|119811|94-JCO-859|Besancon|40869|8
VEH-23212|Peugeot|2008|2021|Gris platine|Hybride|191608|88-JNW-546|Amiens|37206|5
VEH-23213|Renault|Arkana|2017|Blanc nacre|Essence|12530|18-IJN-285|Brest|20236|6
VEH-23214|Hyundai|Kona|2017|Argent|Essence|129776|38-MUL-476|Le Havre|38363|3
VEH-23215|Toyota|Corolla|2022|Vert olive|GPL|182145|57-LHB-761|Perpignan|48443|7
VEH-23216|Toyota|RAV4|2016|Vert olive|Electrique|48152|87-UOQ-660|Clermont-Ferrand|18055|5
VEH-23217|Hyundai|i20|2016|Gris platine|Electrique|134878|41-YIH-136|Annecy|58524|4
VEH-23218|Audi|Q5|2020|Bleu intense|Electrique|162386|49-RSY-869|Nimes|49541|7
VEH-23219|Kia|Niro|2018|Beige sable|GPL|14880|87-PKI-401|Aix-en-Provence|47635|8
VEH-23220|Toyota|RAV4|2018|Noir perla|GPL|73029|98-WIQ-898|Valence|44753|6
VEH-23221|Mini|Clubman|2022|Violet royal|Electrique|159695|12-ORY-864|Rouen|59084|2
VEH-23222|Mercedes|Classe C|2022|Blanc nacre|GPL|186778|43-LOF-116|Nice|42547|7
VEH-23223|Peugeot|308|2019|Noir perla|GPL|192640|16-SCF-970|Metz|51418|7
VEH-23224|Audi|Q2|2018|Noir perla|GPL|53276|13-RIJ-472|Amiens|48580|7
VEH-23225|Nissan|Qashqai|2024|Noir perla|Hybride|88420|19-AGD-311|Villeurbanne|14691|5
VEH-23226|Kia|EV6|2018|Blanc nacre|Essence|109206|25-EYN-790|Clermont-Ferrand|59588|5
VEH-23227|Kia|Sportage|2016|Rouge flamme|Essence|26616|30-QUP-627|Aix-en-Provence|35241|8
VEH-23228|Toyota|RAV4|2021|Noir perla|Diesel|25832|34-YDJ-971|Reims|38662|2
VEH-23229|Hyundai|Tucson|2018|Rouge flamme|Hybride|193212|73-SSA-821|Caen|38178|2
VEH-23230|Dacia|Sandero|2023|Gris platine|Diesel|70257|88-WTG-208|Reims|43443|8
VEH-23231|Kia|Sportage|2016|Blanc nacre|Hybride|167939|72-FDT-390|Rouen|52951|5
VEH-23232|Mini|Countryman|2016|Beige sable|Electrique|38148|68-CBV-907|Caen|28815|3
VEH-23233|Toyota|Yaris Hybrid|2025|Blanc nacre|Hybride|144252|68-SIG-838|Besancon|21003|1
VEH-23234|BMW|Serie 1|2016|Blanc nacre|Essence|155467|54-CKD-885|Lyon|24831|2
VEH-23235|Toyota|Corolla|2023|Orange fusion|Hybride|8931|90-GCB-141|Limoges|9401|8
VEH-23236|Opel|Corsa|2018|Argent|Diesel|179650|97-BLY-457|Hyeres|31460|4
VEH-23237|Audi|A3|2017|Gris platine|GPL|168052|50-SRF-235|Nice|57894|8
VEH-23238|Nissan|Juke|2025|Vert olive|Electrique|136908|83-SKB-953|Marseille|12443|3
VEH-23239|Peugeot|5008|2021|Noir perla|Hybride|178749|57-OHW-372|Paris|41940|8
VEH-23240|Mini|Cooper|2017|Gris platine|Hybride|20045|43-NUN-597|Marseille|8682|6
VEH-23241|Kia|Ceed|2025|Noir perla|Diesel|111502|52-LDT-488|Saint-Etienne|35573|7
VEH-23242|Dacia|Sandero|2024|Bleu intense|GPL|151337|92-ZRW-772|Metz|36328|5
VEH-23243|Kia|EV6|2022|Rouge flamme|GPL|199801|62-BZW-363|Saint-Etienne|58889|1
VEH-23244|Nissan|Juke|2019|Gris platine|Hybride|199744|93-GCT-709|Nimes|35527|8
VEH-23245|Kia|EV6|2023|Rouge flamme|Essence|33264|18-LLA-278|Lille|24190|3
VEH-23246|Hyundai|i30|2017|Bleu intense|Diesel|63000|51-FIH-304|Amiens|57285|2
VEH-23247|Kia|Picanto|2020|Rouge flamme|GPL|176750|77-GSB-760|Montpellier|41338|3
VEH-23248|Seat|Ateca|2016|Orange fusion|Essence|155643|72-BLP-450|Lyon|29396|3
VEH-23249|Mini|Cooper|2021|Gris platine|GPL|107386|84-IGI-672|Mulhouse|51348|8
VEH-23250|Kia|Picanto|2018|Orange fusion|Hybride|103406|24-USB-205|Brest|43730|6
VEH-23251|Hyundai|Ioniq 5|2021|Beige sable|Essence|195848|72-XMO-441|Hyeres|59420|3
VEH-23252|Peugeot|2008|2019|Noir perla|Hybride|182266|92-ISC-342|Paris|37115|6
VEH-23253|Renault|Clio V|2020|Orange fusion|Diesel|122250|73-UPF-739|Le Mans|37837|1
VEH-23254|BMW|X1|2025|Noir perla|Electrique|18747|46-QXY-342|Angers|51857|2
VEH-23255|Dacia|Duster|2024|Blanc nacre|Electrique|9155|48-CNS-640|Nantes|54273|8
VEH-23256|Fiat|600|2019|Blanc nacre|Hybride|130400|81-DAL-290|Aix-en-Provence|37596|5
VEH-23257|Nissan|Leaf|2021|Argent|Electrique|172527|94-RCJ-249|Bordeaux|25469|8
VEH-23258|Ford|Mustang Mach-E|2020|Orange fusion|Diesel|101394|34-BTC-296|Caen|10603|7
VEH-23259|Mercedes|GLA|2017|Argent|Electrique|167721|96-XPM-835|Dijon|47390|5
VEH-23260|BMW|Serie 3|2025|Argent|Hybride|8021|90-HSK-127|Annecy|44482|4
VEH-23261|Peugeot|308|2023|Vert olive|Hybride|93384|81-GJA-161|Dijon|50353|1
VEH-23262|BMW|Serie 3|2025|Orange fusion|GPL|109526|41-HRT-484|Tours|15433|2
VEH-23263|BMW|X3|2023|Gris platine|Electrique|192803|61-EJH-568|Grenoble|57670|4
VEH-23264|Renault|Captur|2019|Argent|Essence|99797|95-UTO-695|Amiens|20914|4
VEH-23265|Seat|Arona|2015|Gris platine|Hybride|161571|71-JIJ-768|Nimes|25349|8
VEH-23266|Nissan|Micra|2020|Vert olive|Diesel|126912|37-CZB-142|Tours|34220|4
VEH-23267|Opel|Grandland|2015|Rouge flamme|Hybride|96319|87-JDR-365|Villeurbanne|30247|8
VEH-23268|Opel|Astra|2024|Beige sable|Hybride|43969|62-KFT-520|Reims|38352|7
VEH-23269|Opel|Astra|2025|Bleu intense|Diesel|195735|79-TES-361|Lyon|52064|6
VEH-23270|Ford|Kuga|2022|Blanc nacre|Essence|102084|94-XNT-935|Nice|48286|5
VEH-23271|Fiat|Panda|2022|Vert olive|Electrique|86666|87-KHJ-820|Villeurbanne|51285|1
VEH-23272|Citroen|C5 Aircross|2024|Orange fusion|Essence|170637|48-XUM-286|Valence|15353|4
VEH-23273|Opel|Grandland|2019|Rouge flamme|Diesel|116419|30-NVP-744|Nimes|46652|5
VEH-23274|Kia|Niro|2017|Violet royal|Diesel|92964|98-SWI-394|Mulhouse|34874|1
VEH-23275|Peugeot|408|2015|Rouge flamme|Hybride|165870|40-RAF-618|Dijon|49526|7
VEH-23276|BMW|Serie 3|2023|Blanc nacre|Diesel|167195|71-BFU-432|Limoges|27444|4
VEH-23277|Kia|Ceed|2025|Orange fusion|Electrique|58015|32-HLJ-382|Nice|42536|2
VEH-23278|Nissan|Juke|2022|Blanc nacre|Electrique|137015|61-YQA-639|Annecy|25055|8
VEH-23279|Kia|Ceed|2020|Vert olive|Diesel|5811|57-EPE-866|Montpellier|48224|1
VEH-23280|Fiat|Panda|2022|Orange fusion|Essence|8894|67-VAX-655|Villeurbanne|39265|4
VEH-23281|Mini|Countryman|2023|Rouge flamme|Essence|94279|87-FLO-945|Clermont-Ferrand|17853|8
VEH-23282|Mini|Cooper|2017|Noir perla|Hybride|80380|73-ZCT-628|Le Mans|9002|4
VEH-23283|Volkswagen|Tiguan|2016|Vert olive|GPL|144085|65-DJO-222|Le Havre|55728|3
VEH-23284|BMW|X3|2016|Beige sable|GPL|60399|55-NML-810|Metz|39304|8
VEH-23285|Opel|Astra|2022|Rouge flamme|Electrique|166350|54-POH-526|Mulhouse|25584|8
VEH-23286|Kia|Ceed|2025|Bleu intense|GPL|68206|32-EKG-764|Le Havre|55362|3
VEH-23287|Mini|Clubman|2020|Orange fusion|Essence|33005|12-MAX-879|Villeurbanne|16279|1
VEH-23288|Toyota|Aygo X|2015|Vert olive|Diesel|107068|45-GTY-267|Le Mans|40943|4
VEH-23289|Seat|Arona|2017|Blanc nacre|GPL|198434|79-SUM-359|Martigues|21274|4
VEH-23290|Peugeot|5008|2025|Blanc nacre|Essence|23677|26-ISE-354|Angers|35545|5
VEH-23291|Renault|Twingo|2024|Orange fusion|Essence|91338|75-CET-924|Nantes|58874|7
VEH-23292|Fiat|500|2023|Violet royal|Diesel|133225|77-DOW-630|Metz|36642|6
VEH-23293|Mini|Clubman|2019|Bleu intense|Electrique|128339|12-LMO-380|Grenoble|20350|1
VEH-23294|Audi|Q3|2021|Violet royal|Diesel|151350|20-MEJ-443|Le Havre|15144|3
VEH-23295|Fiat|500|2020|Noir perla|Essence|72874|49-PIK-868|Nice|23839|4
VEH-23296|Dacia|Spring|2023|Gris platine|Essence|161742|71-CBO-146|Mulhouse|35040|4
VEH-23297|Seat|Arona|2019|Gris platine|GPL|142212|92-TDZ-453|Aix-en-Provence|25529|8
VEH-23298|Dacia|Duster|2020|Noir perla|GPL|111263|17-CXO-572|Toulouse|39845|8
VEH-23299|Peugeot|208|2017|Blanc nacre|Diesel|43695|28-CRD-805|Annecy|36415|4
VEH-23300|Citroen|Berlingo|2025|Violet royal|Electrique|35244|95-WFM-543|Villeurbanne|21652|8
VEH-23301|BMW|Serie 3|2018|Vert olive|Hybride|83418|34-QCM-837|Lille|24006|5
VEH-23302|Renault|Megane E-Tech|2025|Argent|Diesel|144857|15-AFV-503|Dijon|27279|2
VEH-23303|Peugeot|408|2023|Violet royal|GPL|68017|62-EHZ-771|Lille|39540|2
VEH-23304|Volkswagen|Polo|2021|Beige sable|Diesel|40157|20-OFK-799|Villeurbanne|8571|3
VEH-23305|Renault|Arkana|2021|Blanc nacre|Hybride|74743|95-CZA-979|Perpignan|24145|4
VEH-23306|Kia|Niro|2020|Blanc nacre|Hybride|155143|36-CZM-621|Lyon|34078|2
VEH-23307|Nissan|Leaf|2023|Bleu intense|GPL|163899|30-GZX-858|Montpellier|29484|2
VEH-23308|Mercedes|Classe C|2015|Violet royal|Essence|122464|62-EUE-354|Metz|36597|5
VEH-23309|Audi|Q3|2019|Rouge flamme|Electrique|56988|13-DKZ-761|Rennes|44578|2
VEH-23310|Dacia|Jogger|2022|Orange fusion|Electrique|123389|24-WLW-481|Strasbourg|20526|6
VEH-23311|Renault|Captur|2020|Blanc nacre|Electrique|37326|41-NIT-647|Rennes|54847|6
VEH-23312|Mercedes|GLC|2019|Violet royal|Diesel|13528|78-XFS-793|Mulhouse|53255|3
VEH-23313|Audi|A1|2016|Bleu intense|Electrique|22577|61-LPJ-808|Tours|8787|6
VEH-23314|Peugeot|2008|2020|Orange fusion|GPL|18442|30-VKA-864|Marseille|28103|5
VEH-23315|Ford|Mustang Mach-E|2016|Vert olive|Diesel|32314|79-HIQ-670|Rennes|46344|8
VEH-23316|Peugeot|208|2021|Violet royal|Hybride|90087|72-SRO-471|Metz|26438|8
VEH-23317|BMW|X1|2021|Noir perla|Hybride|98050|64-CAV-325|Nimes|22066|5
VEH-23318|Renault|Scenic E-Tech|2024|Orange fusion|Essence|20359|16-YOJ-317|Nantes|23958|3
VEH-23319|Hyundai|Ioniq 5|2021|Gris platine|Hybride|99066|12-MLW-658|Reims|55116|4
VEH-23320|Ford|Puma|2022|Blanc nacre|Hybride|82379|87-FXP-894|Reims|22915|6
VEH-23321|Seat|Arona|2015|Orange fusion|Hybride|21805|62-WEH-485|Nimes|51694|3
VEH-23322|Kia|Picanto|2016|Vert olive|Hybride|198884|63-BMX-423|Saint-Etienne|19907|4
VEH-23323|BMW|Serie 1|2021|Beige sable|Essence|39438|25-YDY-169|Paris|45160|7
VEH-23324|Seat|Ibiza|2015|Gris platine|GPL|90287|74-QIQ-965|Besancon|48420|7
VEH-23325|Renault|Megane E-Tech|2020|Blanc nacre|Hybride|124826|35-OVB-223|Besancon|40375|1
VEH-23326|Toyota|Yaris Hybrid|2018|Bleu intense|Essence|102848|51-SYS-592|Mulhouse|49025|4
VEH-23327|Hyundai|Ioniq 5|2021|Orange fusion|Diesel|176602|80-LOL-248|Rouen|25630|4
VEH-23328|Mercedes|GLA|2019|Vert olive|GPL|187990|20-SJV-114|Nice|37707|1
VEH-23329|Renault|Megane E-Tech|2019|Violet royal|Hybride|62747|43-QMA-100|Dijon|15768|4
VEH-23330|Peugeot|308|2024|Orange fusion|GPL|132222|21-HRH-642|Strasbourg|50427|7
VEH-23331|Ford|Focus|2020|Noir perla|Electrique|50445|63-CQG-201|Perpignan|22510|2
VEH-23332|Volkswagen|Golf|2018|Blanc nacre|Hybride|155515|90-QIM-595|Clermont-Ferrand|14302|5
VEH-23333|Fiat|Panda|2025|Noir perla|GPL|51231|64-QAX-340|Valence|59226|5
VEH-23334|Nissan|Qashqai|2022|Argent|GPL|147074|71-ZEZ-397|Angers|31722|2
VEH-23335|Nissan|Leaf|2021|Argent|GPL|137607|21-TXI-715|Besancon|26143|3
VEH-23336|Mercedes|GLC|2025|Vert olive|Hybride|82529|35-ZJK-790|Mulhouse|16743|3
VEH-23337|Dacia|Spring|2017|Gris platine|Hybride|10166|47-PVG-665|Le Havre|26752|5
VEH-23338|Volkswagen|Passat|2021|Beige sable|GPL|130606|29-YMK-733|Mulhouse|54879|5
VEH-23339|Seat|Leon|2023|Violet royal|Diesel|199435|11-TGY-503|Mulhouse|18634|3
VEH-23340|Dacia|Sandero|2016|Rouge flamme|GPL|164425|78-IXY-998|Martigues|57610|7
VEH-23341|Hyundai|i30|2019|Gris platine|Essence|137301|46-PSZ-458|Valence|16915|2
VEH-23342|Nissan|Micra|2017|Bleu intense|Hybride|155973|53-NXL-536|Lyon|23360|6
VEH-23343|Nissan|Qashqai|2021|Gris platine|Diesel|175056|74-FAP-667|Annecy|36409|7
VEH-23344|Hyundai|Ioniq 5|2017|Gris platine|Essence|25123|68-UTD-821|Clermont-Ferrand|38019|1
VEH-23345|Dacia|Jogger|2022|Rouge flamme|Essence|182413|17-DSV-353|Strasbourg|46969|6
VEH-23346|Ford|Puma|2016|Beige sable|GPL|108191|78-FVK-623|Dijon|28496|6
VEH-23347|Audi|A1|2019|Noir perla|GPL|47080|84-EIA-766|Nimes|10871|4
VEH-23348|Opel|Corsa|2025|Beige sable|Hybride|172110|46-OTT-480|Tours|24341|2
VEH-23349|BMW|X1|2020|Blanc nacre|Diesel|167977|91-ZJK-546|Le Mans|16869|1
VEH-23350|Mercedes|Classe C|2016|Gris platine|Hybride|23710|57-PYC-395|Angers|56212|3
VEH-23351|Peugeot|408|2024|Beige sable|Diesel|155645|12-NCG-285|Grenoble|54792|8
VEH-23352|Mercedes|GLA|2020|Beige sable|Electrique|178884|83-WJT-566|Strasbourg|28351|6
VEH-23353|Toyota|Corolla|2019|Argent|Hybride|109128|13-KDR-279|Tours|57912|5
VEH-23354|Seat|Arona|2016|Violet royal|GPL|79052|28-OOE-609|Montpellier|22360|2
VEH-23355|BMW|X3|2016|Blanc nacre|GPL|184711|62-XTZ-510|Annecy|34742|8
VEH-23356|Volkswagen|Golf|2018|Beige sable|Electrique|71647|34-RIP-692|Besancon|16976|8
VEH-23357|Renault|Captur|2018|Blanc nacre|Electrique|179478|69-GLI-762|Hyeres|55896|2
VEH-23358|Mercedes|GLC|2017|Vert olive|Essence|138140|19-QSN-399|Limoges|48502|4
VEH-23359|BMW|Serie 1|2025|Violet royal|Electrique|107197|56-ODO-933|Aix-en-Provence|38024|5
VEH-23360|Fiat|600|2019|Gris platine|Essence|27611|52-KSQ-543|Reims|42420|5
VEH-23361|Audi|Q5|2017|Noir perla|Diesel|161520|68-LKZ-776|Metz|12152|4
VEH-23362|Citroen|C4|2015|Violet royal|GPL|189639|59-EUI-277|Angers|43849|2
VEH-23363|Volkswagen|Polo|2019|Orange fusion|Electrique|185354|37-FTL-431|Lyon|10341|6
VEH-23364|Volkswagen|Polo|2023|Blanc nacre|Hybride|132820|88-BFM-966|Marseille|53657|3
VEH-23365|Mercedes|Classe A|2022|Beige sable|Electrique|121846|93-VCJ-424|Metz|28947|2
VEH-23366|Volkswagen|ID.3|2015|Blanc nacre|Hybride|166510|38-EJJ-106|Mulhouse|21455|7
VEH-23367|Dacia|Sandero|2021|Noir perla|Essence|184998|34-CVS-570|Perpignan|48962|5
VEH-23368|Hyundai|i30|2020|Bleu intense|GPL|125886|98-BGW-222|Angers|32579|5
VEH-23369|Ford|Kuga|2024|Blanc nacre|Essence|178346|71-NHE-930|Amiens|48709|6
VEH-23370|Toyota|RAV4|2017|Argent|Diesel|92834|21-WHY-801|Valence|44228|6
VEH-23371|Ford|Focus|2018|Noir perla|GPL|197325|25-YJB-872|Valence|14345|8
VEH-23372|Dacia|Sandero|2018|Bleu intense|Diesel|78580|39-ODX-438|Bordeaux|54814|6
VEH-23373|Peugeot|2008|2024|Violet royal|Electrique|122016|33-BZF-247|Caen|27671|3
VEH-23374|Seat|Ateca|2025|Gris platine|Electrique|81104|19-TDE-824|Grenoble|46838|4
VEH-23375|Volkswagen|Passat|2025|Blanc nacre|GPL|140785|69-WVB-440|Grenoble|16123|1
VEH-23376|Ford|Fiesta|2023|Gris platine|GPL|126402|57-SBV-290|Nice|34493|2
VEH-23377|Toyota|Aygo X|2023|Vert olive|GPL|178970|24-HEA-396|Metz|21955|8
VEH-23378|Mercedes|GLC|2022|Bleu intense|Diesel|28711|89-UJS-834|Toulon|51768|6
VEH-23379|Hyundai|Ioniq 5|2022|Beige sable|GPL|175532|95-GMB-730|Hyeres|27968|3
VEH-23380|Mini|Cooper|2021|Orange fusion|Electrique|116715|48-EKR-552|Tours|46354|1
VEH-23381|Opel|Corsa|2018|Blanc nacre|Diesel|159159|60-LQJ-208|Strasbourg|17719|8
VEH-23382|Renault|Twingo|2016|Blanc nacre|Diesel|68644|80-NCS-885|Nimes|41773|6
VEH-23383|Ford|Puma|2020|Noir perla|Hybride|172395|77-TQV-719|Lyon|8886|6
VEH-23384|Toyota|C-HR|2020|Noir perla|GPL|85217|28-CMF-769|Aix-en-Provence|40140|8
VEH-23385|Volkswagen|Golf|2016|Vert olive|Diesel|26921|11-LBX-292|Rennes|12799|8
VEH-23386|Renault|Twingo|2023|Gris platine|GPL|22449|39-LSO-702|Bordeaux|33580|2
VEH-23387|Seat|Ateca|2021|Blanc nacre|Hybride|194676|15-ZJV-696|Toulouse|59876|1
VEH-23388|Mini|Cooper|2021|Orange fusion|GPL|184155|60-UOR-559|Le Mans|37536|6
VEH-23389|Audi|Q5|2016|Vert olive|GPL|78344|70-EFR-739|Limoges|30423|5
VEH-23390|Ford|Puma|2023|Orange fusion|Diesel|169799|50-VSJ-803|Nimes|16691|4
VEH-23391|Mini|Clubman|2019|Violet royal|GPL|122597|99-QPI-591|Bordeaux|57059|4
VEH-23392|Citroen|C4|2022|Beige sable|Diesel|9794|92-UEX-618|Hyeres|26127|8
VEH-23393|Audi|Q2|2019|Bleu intense|Electrique|77410|99-RZJ-698|Marseille|8220|8
VEH-23394|Peugeot|308|2024|Vert olive|GPL|179546|86-RCZ-471|Rennes|39973|1
VEH-23395|Mini|Cooper|2023|Gris platine|Diesel|104283|65-EIL-240|Clermont-Ferrand|18615|3
VEH-23396|Ford|Kuga|2020|Noir perla|Hybride|168454|82-BOO-820|Toulouse|46113|6
VEH-23397|Seat|Ateca|2020|Violet royal|GPL|113962|59-DLJ-836|Lille|27590|2
VEH-23398|Kia|Ceed|2021|Noir perla|Diesel|191268|42-NKM-886|Mulhouse|23996|6
VEH-23399|Audi|Q3|2025|Beige sable|Hybride|51280|88-RAF-127|Amiens|10736|8
VEH-23400|Hyundai|i30|2023|Rouge flamme|Electrique|162102|60-UJL-787|Rennes|58217|5
VEH-23401|Opel|Mokka|2020|Rouge flamme|Essence|199413|24-CVU-864|Hyeres|24176|8
VEH-23402|Toyota|Yaris Hybrid|2021|Violet royal|Hybride|8049|96-NAR-833|Rennes|60000|3
VEH-23403|Dacia|Duster|2022|Argent|Diesel|65934|14-VCB-270|Reims|11266|1
VEH-23404|Nissan|Leaf|2018|Orange fusion|Diesel|55437|71-QAQ-963|Brest|56936|8
VEH-23405|Fiat|Tipo|2017|Gris platine|Essence|102823|40-YVO-201|Paris|56710|5
VEH-23406|BMW|X1|2024|Gris platine|Electrique|60544|32-ULD-200|Metz|9423|1
VEH-23407|Toyota|Yaris Hybrid|2025|Gris platine|GPL|137146|39-INH-748|Nantes|37656|1
VEH-23408|Peugeot|408|2019|Violet royal|GPL|177499|52-BVU-982|Montpellier|50099|3
VEH-23409|Mini|Cooper|2018|Argent|GPL|95790|67-RCA-824|Lyon|28805|1
VEH-23410|Mini|Clubman|2019|Vert olive|Hybride|38139|28-SXI-476|Tours|44422|7
VEH-23411|Toyota|C-HR|2018|Argent|Hybride|191186|38-ANA-366|Perpignan|11744|2
VEH-23412|Mini|Countryman|2022|Beige sable|Essence|146992|44-MON-749|Limoges|45813|1
VEH-23413|Dacia|Duster|2018|Argent|GPL|136664|56-LJU-135|Perpignan|40818|3
VEH-23414|Toyota|Corolla|2023|Argent|Essence|129988|56-OGF-504|Metz|57954|6
VEH-23415|Toyota|Aygo X|2025|Noir perla|GPL|179158|80-VNG-867|Montpellier|45789|7
VEH-23416|Peugeot|3008|2023|Vert olive|Diesel|78055|14-SVB-468|Hyeres|28190|4
VEH-23417|Hyundai|i20|2021|Beige sable|GPL|38824|60-RAK-800|Amiens|9920|8
VEH-23418|Volkswagen|Tiguan|2023|Violet royal|Essence|24262|72-NAF-796|Nantes|29452|7
VEH-23419|Audi|Q3|2019|Beige sable|Electrique|127839|33-JSW-654|Martigues|38411|6
VEH-23420|Mercedes|GLA|2023|Orange fusion|GPL|121227|13-IZY-808|Tours|34914|6
VEH-23421|Opel|Mokka|2018|Bleu intense|Essence|8547|50-TPI-991|Valence|29126|1
VEH-23422|Audi|Q2|2023|Gris platine|Diesel|121730|57-YWX-984|Caen|27918|1
VEH-23423|Hyundai|Tucson|2017|Gris platine|GPL|109981|11-WNW-819|Amiens|21884|7
VEH-23424|Nissan|Micra|2025|Argent|Essence|167214|76-ERH-287|Nantes|35818|5
VEH-23425|Seat|Leon|2017|Gris platine|Hybride|66200|93-BJV-899|Amiens|46952|2
VEH-23426|Fiat|600|2019|Bleu intense|Diesel|95975|11-JKI-618|Toulon|13257|2
VEH-23427|Seat|Ateca|2017|Bleu intense|Hybride|190466|16-HVP-131|Dijon|16819|3
VEH-23428|Seat|Leon|2017|Gris platine|Diesel|57427|51-RYP-205|Bordeaux|12677|7
VEH-23429|Opel|Corsa|2015|Bleu intense|GPL|64341|55-QIS-331|Besancon|34508|4
VEH-23430|Ford|Mustang Mach-E|2020|Beige sable|Diesel|128848|56-FNG-582|Nimes|50130|4
VEH-23431|Kia|Ceed|2017|Beige sable|Electrique|79931|31-BTT-923|Nice|25353|1
VEH-23432|Mercedes|Classe C|2024|Blanc nacre|GPL|185491|97-NNY-900|Hyeres|22577|8
VEH-23433|Nissan|Micra|2020|Blanc nacre|Hybride|49848|22-GCO-522|Paris|18738|5
VEH-23434|Fiat|Tipo|2016|Gris platine|Essence|97205|71-WLE-191|Reims|28090|3
VEH-23435|Opel|Mokka|2022|Violet royal|Hybride|87639|40-ENL-960|Bordeaux|15899|2
VEH-23436|BMW|Serie 3|2015|Argent|Essence|192756|10-YDG-925|Angers|13047|3
